Entity,Code,Year,"Share (top 10%, before tax)"
Madagascar,MDG,2023,50.26
Malawi,MWI,1997,80.13
Malawi,MWI,2004,50.61
Malawi,MWI,2010,55.03
Malawi,MWI,2016,57.84
Malawi,MWI,2022,47.81
Malawi,MWI,2023,47.81
Malaysia,MYS,1984,46.83
Malaysia,MYS,1987,45.95
Malaysia,MYS,1989,45.26
Malaysia,MYS,1992,45.7
Malaysia,MYS,1995,46.33
Malaysia,MYS,1997,46.98
Malaysia,MYS,2003,45.38
Malaysia,MYS,2004,44.64
Malaysia,MYS,2005,44.85
Malaysia,MYS,2006,45.27
Malaysia,MYS,2007,45.93
Malaysia,MYS,2008,44.92
Malaysia,MYS,2009,44.19
Malaysia,MYS,2010,44.1
Malaysia,MYS,2011,42.54
Malaysia,MYS,2012,41.76
Malaysia,MYS,2013,40.73
Malaysia,MYS,2014,39.43
Malaysia,MYS,2015,39.98
Malaysia,MYS,2022,39.47
Malaysia,MYS,2023,39.44
Maldives,MDV,2002,57.62
Maldives,MDV,2009,46.33
Maldives,MDV,2016,38.82
Maldives,MDV,2022,38.91
Maldives,MDV,2023,38.79
Mali,MLI,1994,58.11
Mali,MLI,2001,46.14
Mali,MLI,2006,46.33
Mali,MLI,2009,40.57
Mali,MLI,2022,44.23
Mali,MLI,2023,44.23
Malta,MLT,1980,28.75
Malta,MLT,1981,28.75
Malta,MLT,1982,28.75
Malta,MLT,1983,28.75
Malta,MLT,1984,28.75
Malta,MLT,1985,28.75
Malta,MLT,1986,28.75
Malta,MLT,1987,28.75
Malta,MLT,1988,28.75
Malta,MLT,1989,28.75
Malta,MLT,1990,28.75
Malta,MLT,1991,28.75
Malta,MLT,1992,28.75
Malta,MLT,1993,28.75
Malta,MLT,1994,28.75
Malta,MLT,1995,28.75
Malta,MLT,1996,28.75
Malta,MLT,1997,28.75
Malta,MLT,1998,28.75
Malta,MLT,1999,28.75
Malta,MLT,2000,28.75
Malta,MLT,2001,28.75
Malta,MLT,2002,28.75
Malta,MLT,2003,28.75
Malta,MLT,2004,28.75
Malta,MLT,2005,28.75
Malta,MLT,2006,28.75
Malta,MLT,2007,28.81
Malta,MLT,2008,29.38
Malta,MLT,2009,31.17
Malta,MLT,2010,30.1
Malta,MLT,2011,31.56
Malta,MLT,2012,32.5
Malta,MLT,2013,33.05
Malta,MLT,2014,33.34
Malta,MLT,2015,34.43
Malta,MLT,2016,33.74
Malta,MLT,2017,34.84
Malta,MLT,2022,31.44
Malta,MLT,2023,31.43
Marshall Islands,MHL,1980,35.17
Marshall Islands,MHL,1981,35.26
Marshall Islands,MHL,1982,35.35
Marshall Islands,MHL,1983,35.45
Marshall Islands,MHL,1984,35.54
Marshall Islands,MHL,1985,35.64
Marshall Islands,MHL,1986,35.74
Marshall Islands,MHL,1987,35.84
Marshall Islands,MHL,1988,35.95
Marshall Islands,MHL,1989,36.05
Marshall Islands,MHL,1990,36.16
Marshall Islands,MHL,1991,36.47
Marshall Islands,MHL,1992,36.78
Marshall Islands,MHL,1993,37.07
Marshall Islands,MHL,1994,37.35
Marshall Islands,MHL,1995,37.63
Marshall Islands,MHL,1996,37.89
Marshall Islands,MHL,1997,38.15
Marshall Islands,MHL,1998,38.4
Marshall Islands,MHL,1999,38.64
Marshall Islands,MHL,2000,38.88
Marshall Islands,MHL,2001,39.76
Marshall Islands,MHL,2002,40.61
Marshall Islands,MHL,2003,41.45
Marshall Islands,MHL,2004,42.27
Marshall Islands,MHL,2005,43.07
Marshall Islands,MHL,2006,43.85
Marshall Islands,MHL,2007,44.62
Marshall Islands,MHL,2008,45.36
Marshall Islands,MHL,2009,46.09
Marshall Islands,MHL,2010,46.81
Marshall Islands,MHL,2011,47.01
Marshall Islands,MHL,2012,47.19
Marshall Islands,MHL,2013,47.37
Marshall Islands,MHL,2014,47.54
Marshall Islands,MHL,2015,47.7
Marshall Islands,MHL,2016,47.86
Marshall Islands,MHL,2017,48
Marshall Islands,MHL,2018,48.15
Marshall Islands,MHL,2019,48.28
Marshall Islands,MHL,2020,48.41
Marshall Islands,MHL,2021,48.41
Marshall Islands,MHL,2022,48.41
Marshall Islands,MHL,2023,48.41
Mauritania,MRT,1987,47.83
Mauritania,MRT,1993,45.22
Mauritania,MRT,1995,44.41
Mauritania,MRT,2000,45.09
Mauritania,MRT,2004,49.99
Mauritania,MRT,2008,40.96
Mauritania,MRT,2014,39.87
Mauritania,MRT,2022,39.29
Mauritania,MRT,2023,39.29
Mauritius,MUS,2006,45.11
Mauritius,MUS,2012,49.04
Mauritius,MUS,2017,46.83
Mauritius,MUS,2022,46.79
Mauritius,MUS,2023,46.77
Mexico,MEX,2001,54.8
Mexico,MEX,2002,54.8
Mexico,MEX,2003,57.42
Mexico,MEX,2004,60.03
Mexico,MEX,2005,59.72
Mexico,MEX,2006,59.4
Mexico,MEX,2007,62.26
Mexico,MEX,2008,65.11
Mexico,MEX,2009,63.75
Mexico,MEX,2010,62.39
Mexico,MEX,2011,63.26
Mexico,MEX,2012,64.14
Mexico,MEX,2013,63.78
Mexico,MEX,2014,63.43
Mexico,MEX,2015,63.36
Mexico,MEX,2016,63.3
Mexico,MEX,2017,64.66
Mexico,MEX,2018,66.03
Mexico,MEX,2019,64.65
Mexico,MEX,2022,59.63
Mexico,MEX,2023,59.63
Micronesia (country),FSM,1980,35.17
Micronesia (country),FSM,1981,35.26
Micronesia (country),FSM,1982,35.35
Micronesia (country),FSM,1983,35.45
Micronesia (country),FSM,1984,35.54
Micronesia (country),FSM,1985,35.64
Micronesia (country),FSM,1986,35.74
Micronesia (country),FSM,1987,35.84
Micronesia (country),FSM,1988,35.95
Micronesia (country),FSM,1989,36.05
Micronesia (country),FSM,1990,36.16
Micronesia (country),FSM,1991,36.47
Micronesia (country),FSM,1992,36.78
Micronesia (country),FSM,1993,37.07
Micronesia (country),FSM,1994,37.35
Micronesia (country),FSM,1995,37.63
Micronesia (country),FSM,1996,37.89
Micronesia (country),FSM,1997,38.15
Micronesia (country),FSM,1998,38.4
Micronesia (country),FSM,1999,38.64
Micronesia (country),FSM,2000,38.88
Micronesia (country),FSM,2001,39.76
Micronesia (country),FSM,2002,40.61
Micronesia (country),FSM,2003,41.45
Micronesia (country),FSM,2004,42.27
Micronesia (country),FSM,2005,43.07
Micronesia (country),FSM,2006,43.85
Micronesia (country),FSM,2007,44.62
Micronesia (country),FSM,2008,45.36
Micronesia (country),FSM,2009,46.09
Micronesia (country),FSM,2010,46.81
Micronesia (country),FSM,2011,47.01
Micronesia (country),FSM,2012,47.19
Micronesia (country),FSM,2013,47.37
Micronesia (country),FSM,2014,47.54
Micronesia (country),FSM,2015,47.7
Micronesia (country),FSM,2016,47.86
Micronesia (country),FSM,2017,48
Micronesia (country),FSM,2018,48.15
Micronesia (country),FSM,2019,48.28
Micronesia (country),FSM,2020,48.41
Micronesia (country),FSM,2021,48.41
Micronesia (country),FSM,2022,48.41
Micronesia (country),FSM,2023,48.41
Middle Africa (WID),,1980,59.47
Middle Africa (WID),,1981,58.36
Middle Africa (WID),,1982,58.47
Middle Africa (WID),,1983,58.68
Middle Africa (WID),,1984,58.58
Middle Africa (WID),,1985,59.67
Middle Africa (WID),,1986,57.94
Middle Africa (WID),,1987,57.87
Middle Africa (WID),,1988,57.67
Middle Africa (WID),,1989,58.16
Middle Africa (WID),,1990,59.18
Middle Africa (WID),,1991,59.75
Middle Africa (WID),,1992,59.84
Middle Africa (WID),,1993,60.45
Middle Africa (WID),,1994,60.64
Middle Africa (WID),,1995,61.33
Middle Africa (WID),,1996,61.47
Middle Africa (WID),,1997,62.67
Middle Africa (WID),,1998,62.75
Middle Africa (WID),,1999,62.77
Middle Africa (WID),,2000,62.99
Middle Africa (WID),,2001,63.53
Middle Africa (WID),,2002,63.87
Middle Africa (WID),,2003,63.35
Middle Africa (WID),,2004,62.66
Middle Africa (WID),,2005,62.56
Middle Africa (WID),,2006,61.92
Middle Africa (WID),,2007,61.81
Middle Africa (WID),,2008,62.08
Middle Africa (WID),,2009,62.17
Middle Africa (WID),,2010,61.66
Middle Africa (WID),,2011,61.91
Middle Africa (WID),,2012,62.4
Middle Africa (WID),,2013,62.6
Middle Africa (WID),,2014,62.43
Middle Africa (WID),,2015,61.92
Middle Africa (WID),,2016,61.42
Middle Africa (WID),,2017,61.23
Middle Africa (WID),,2018,60.82
Middle Africa (WID),,2019,60.39
Middle Africa (WID),,2020,60.19
Middle Africa (WID),,2021,60
Middle Africa (WID),,2022,59.45
Middle Africa (WID),,2023,59.19
Middle East (WID),,1980,74.25
Middle East (WID),,1981,73.25
Middle East (WID),,1982,68.17
Middle East (WID),,1983,67.69
Middle East (WID),,1984,64.72
Middle East (WID),,1985,65.41
Middle East (WID),,1986,64.87
Middle East (WID),,1987,64.1
Middle East (WID),,1988,65.33
Middle East (WID),,1989,63.48
Middle East (WID),,1990,63.14
Middle East (WID),,1991,65.85
Middle East (WID),,1992,65.21
Middle East (WID),,1993,62.61
Middle East (WID),,1994,62.02
Middle East (WID),,1995,62.14
Middle East (WID),,1996,61.72
Middle East (WID),,1997,61.52
Middle East (WID),,1998,62.09
Middle East (WID),,1999,61.41
Middle East (WID),,2000,61.16
Middle East (WID),,2001,60.63
Middle East (WID),,2002,60.31
Middle East (WID),,2003,60.41
Middle East (WID),,2004,60.31
Middle East (WID),,2005,59.58
Middle East (WID),,2006,59.33
Middle East (WID),,2007,58.34
Middle East (WID),,2008,58.18
Middle East (WID),,2009,57.65
Middle East (WID),,2010,57.42
Middle East (WID),,2011,57.66
Middle East (WID),,2012,57.88
Middle East (WID),,2013,57.49
Middle East (WID),,2014,57.3
Middle East (WID),,2015,57.57
Middle East (WID),,2016,57.55
Middle East (WID),,2017,56.84
Middle East (WID),,2018,57.3
Middle East (WID),,2019,56.64
Middle East (WID),,2020,56.29
Middle East (WID),,2021,56.79
Middle East (WID),,2022,56.67
Middle East (WID),,2023,56.37
Moldova,MDA,1988,25.82
Moldova,MDA,1993,35.05
Moldova,MDA,1998,34.92
Moldova,MDA,1999,34.7
Moldova,MDA,2000,34.49
Moldova,MDA,2001,34.64
Moldova,MDA,2002,34.76
Moldova,MDA,2003,35.08
Moldova,MDA,2004,35.17
Moldova,MDA,2005,35.59
Moldova,MDA,2006,35.91
Moldova,MDA,2007,36.1
Moldova,MDA,2008,36.24
Moldova,MDA,2009,36.13
Moldova,MDA,2010,35.53
Moldova,MDA,2011,35.17
Moldova,MDA,2012,34.75
Moldova,MDA,2013,34.29
Moldova,MDA,2014,34.05
Moldova,MDA,2015,33.92
Moldova,MDA,2016,33.32
Moldova,MDA,2017,33.76
Moldova,MDA,2018,33.8
Moldova,MDA,2022,34.18
Moldova,MDA,2023,34.14
Monaco,MCO,1980,32.22
Monaco,MCO,1981,32.22
Monaco,MCO,1982,32.18
Monaco,MCO,1983,32.3
Monaco,MCO,1984,32.66
Monaco,MCO,1985,32.87
Monaco,MCO,1986,32.52
Monaco,MCO,1987,32.5
Monaco,MCO,1988,32.44
Monaco,MCO,1989,32.6
Monaco,MCO,1990,32.5
Monaco,MCO,1991,32.3
Monaco,MCO,1992,33.2
Monaco,MCO,1993,33.45
Monaco,MCO,1994,34.17
Monaco,MCO,1995,33.86
Monaco,MCO,1996,34.03
Monaco,MCO,1997,34.81
Monaco,MCO,1998,34.95
Monaco,MCO,1999,34.99
Monaco,MCO,2000,35.57
Monaco,MCO,2001,35.11
Monaco,MCO,2002,34.61
Monaco,MCO,2003,34.76
Monaco,MCO,2004,35.04
Monaco,MCO,2005,35.28
Monaco,MCO,2006,35.98
Monaco,MCO,2007,36.07
Monaco,MCO,2008,34.24
Monaco,MCO,2009,33.48
Monaco,MCO,2010,35.14
Monaco,MCO,2011,35.06
Monaco,MCO,2012,34.4
Monaco,MCO,2013,34.63
Monaco,MCO,2014,35.09
Monaco,MCO,2015,34.99
Monaco,MCO,2016,35.13
Monaco,MCO,2017,35.28
Monaco,MCO,2018,35.25
Monaco,MCO,2019,35.02
Monaco,MCO,2020,34.86
Monaco,MCO,2021,35.53
Monaco,MCO,2022,35.67
Monaco,MCO,2023,35.67
Mongolia,MNG,1995,42.39
Mongolia,MNG,1998,43.17
Mongolia,MNG,2002,44.54
Mongolia,MNG,2007,48.01
Mongolia,MNG,2011,44.62
Mongolia,MNG,2012,45.35
Mongolia,MNG,2013,43.56
Mongolia,MNG,2014,44.12
Mongolia,MNG,2015,44.81
Mongolia,MNG,2016,44.11
Mongolia,MNG,2017,43.41
Mongolia,MNG,2022,44.58
Mongolia,MNG,2023,42.4
Montenegro,MNE,1980,31.18
Montenegro,MNE,1981,31.18
Montenegro,MNE,1982,31.18
Montenegro,MNE,1983,31.18
Montenegro,MNE,1984,31.17
Montenegro,MNE,1985,31.17
Montenegro,MNE,1986,31.16
Montenegro,MNE,1987,31.16
Montenegro,MNE,1988,31.16
Montenegro,MNE,1989,31.16
Montenegro,MNE,2001,32.46
Montenegro,MNE,2006,32.39
Montenegro,MNE,2007,31.97
Montenegro,MNE,2008,32.36
Montenegro,MNE,2009,32.47
Montenegro,MNE,2010,32.89
Montenegro,MNE,2011,33.48
Montenegro,MNE,2012,35.63
Montenegro,MNE,2013,35.2
Montenegro,MNE,2014,34.64
Montenegro,MNE,2015,36.79
Montenegro,MNE,2016,36.54
Montenegro,MNE,2017,36.68
Montenegro,MNE,2022,35.91
Montenegro,MNE,2023,35.94
Montserrat,MSR,1980,55.94
Montserrat,MSR,1981,55.93
Montserrat,MSR,1982,55.93
Montserrat,MSR,1983,55.93
Montserrat,MSR,1984,55.92
Montserrat,MSR,1985,55.92
Montserrat,MSR,1986,55.92
Montserrat,MSR,1987,55.91
Montserrat,MSR,1988,55.91
Montserrat,MSR,1989,55.92
Montserrat,MSR,1990,55.92
Montserrat,MSR,1991,55.8
Montserrat,MSR,1992,55.7
Montserrat,MSR,1993,55.6
Montserrat,MSR,1994,55.5
Montserrat,MSR,1995,55.4
Montserrat,MSR,1996,55.31
Montserrat,MSR,1997,55.21
Montserrat,MSR,1998,55.12
Montserrat,MSR,1999,55.03
Montserrat,MSR,2000,54.94
Montserrat,MSR,2001,54.77
Montserrat,MSR,2002,54.6
Montserrat,MSR,2003,54.45
Montserrat,MSR,2004,54.3
Montserrat,MSR,2005,54.16
Montserrat,MSR,2006,54.03
Montserrat,MSR,2007,53.9
Montserrat,MSR,2008,53.78
Montserrat,MSR,2009,53.66
Montserrat,MSR,2010,53.55
Montserrat,MSR,2011,53.03
Montserrat,MSR,2012,52.52
Montserrat,MSR,2013,52
Montserrat,MSR,2014,51.5
Montserrat,MSR,2015,50.99
Montserrat,MSR,2016,50.49
Montserrat,MSR,2017,49.99
Montserrat,MSR,2018,49.5
Montserrat,MSR,2019,49.01
Montserrat,MSR,2020,48.57
Montserrat,MSR,2021,48.57
Montserrat,MSR,2022,48.57
Montserrat,MSR,2023,48.57
Morocco,MAR,1984,47.63
Morocco,MAR,2000,47.61
Morocco,MAR,2006,47.73
Morocco,MAR,2013,47.66
Morocco,MAR,2022,47.66
Morocco,MAR,2023,47.6
Mozambique,MOZ,1996,61.6
Mozambique,MOZ,2002,58.11
Mozambique,MOZ,2007,55.66
Mozambique,MOZ,2008,55.17
Mozambique,MOZ,2014,64.5
Mozambique,MOZ,2022,59.45
Mozambique,MOZ,2023,59.45
Myanmar,MMR,2015,52.21
Myanmar,MMR,2017,42.71
Myanmar,MMR,2022,44.25
Myanmar,MMR,2023,42.76
Namibia,NAM,2003,71.23
Namibia,NAM,2009,68.91
Namibia,NAM,2015,63.96
Namibia,NAM,2022,63.96
Namibia,NAM,2023,63.98
Nauru,NRU,1980,35.17
Nauru,NRU,1981,35.26
Nauru,NRU,1982,35.35
Nauru,NRU,1983,35.45
Nauru,NRU,1984,35.54
Nauru,NRU,1985,35.64
Nauru,NRU,1986,35.74
Nauru,NRU,1987,35.84
Nauru,NRU,1988,35.95
Nauru,NRU,1989,36.05
Nauru,NRU,1990,36.16
Nauru,NRU,1991,36.47
Nauru,NRU,1992,36.78
Nauru,NRU,1993,37.07
Nauru,NRU,1994,37.35
Nauru,NRU,1995,37.63
Nauru,NRU,1996,37.89
Nauru,NRU,1997,38.15
Nauru,NRU,1998,38.4
Nauru,NRU,1999,38.64
Nauru,NRU,2000,38.88
Nauru,NRU,2001,39.76
Nauru,NRU,2002,40.61
Nauru,NRU,2003,41.45
Nauru,NRU,2004,42.27
Nauru,NRU,2005,43.07
Nauru,NRU,2006,43.85
Nauru,NRU,2007,44.62
Nauru,NRU,2008,45.36
Nauru,NRU,2009,46.09
Nauru,NRU,2010,46.81
Nauru,NRU,2011,47.01
Nauru,NRU,2012,47.19
Nauru,NRU,2013,47.37
Nauru,NRU,2014,47.54
Nauru,NRU,2015,47.7
Nauru,NRU,2016,47.86
Nauru,NRU,2017,48
Nauru,NRU,2018,48.15
Nauru,NRU,2019,48.28
Nauru,NRU,2020,48.41
Nauru,NRU,2021,48.41
Nauru,NRU,2022,48.41
Nauru,NRU,2023,48.41
Nepal,NPL,1984,32.49
Nepal,NPL,1995,45.25
Nepal,NPL,2010,41.94
Nepal,NPL,2022,40.94
Nepal,NPL,2023,40.96
Netherlands,NLD,1980,26.32
Netherlands,NLD,1981,26.33
Netherlands,NLD,1982,26.47
Netherlands,NLD,1983,26.76
Netherlands,NLD,1984,26.89
Netherlands,NLD,1985,26.79
Netherlands,NLD,1986,26.83
Netherlands,NLD,1987,26.75
Netherlands,NLD,1988,26.78
Netherlands,NLD,1989,26.84
Netherlands,NLD,1990,26.33
Netherlands,NLD,1991,26.15
Netherlands,NLD,1992,25.84
Netherlands,NLD,1993,25.98
Netherlands,NLD,1994,26.47
Netherlands,NLD,1995,27.15
Netherlands,NLD,1996,26.74
Netherlands,NLD,1997,26.94
Netherlands,NLD,1998,26.74
Netherlands,NLD,1999,26.78
Netherlands,NLD,2000,26.75
Netherlands,NLD,2001,27.89
Netherlands,NLD,2002,28.28
Netherlands,NLD,2003,28.05
Netherlands,NLD,2004,28.62
Netherlands,NLD,2005,29.34
Netherlands,NLD,2006,28.97
Netherlands,NLD,2007,30.48
Netherlands,NLD,2008,27.85
Netherlands,NLD,2009,27.98
Netherlands,NLD,2010,28.94
Netherlands,NLD,2011,28.66
Netherlands,NLD,2012,28.73
Netherlands,NLD,2013,28.06
Netherlands,NLD,2014,29.06
Netherlands,NLD,2015,28.94
Netherlands,NLD,2016,28.76
Netherlands,NLD,2017,29.36
Netherlands,NLD,2022,28.54
Netherlands,NLD,2023,28.54
New Caledonia,NCL,1980,35.17
New Caledonia,NCL,1981,35.26
New Caledonia,NCL,1982,35.35
New Caledonia,NCL,1983,35.45
New Caledonia,NCL,1984,35.54
New Caledonia,NCL,1985,35.64
New Caledonia,NCL,1986,35.74
New Caledonia,NCL,1987,35.84
New Caledonia,NCL,1988,35.95
New Caledonia,NCL,1989,36.05
New Caledonia,NCL,1990,36.16
New Caledonia,NCL,1991,36.47
New Caledonia,NCL,1992,36.78
New Caledonia,NCL,1993,37.07
New Caledonia,NCL,1994,37.35
New Caledonia,NCL,1995,37.63
New Caledonia,NCL,1996,37.89
New Caledonia,NCL,1997,38.15
New Caledonia,NCL,1998,38.4
New Caledonia,NCL,1999,38.64
New Caledonia,NCL,2000,38.88
New Caledonia,NCL,2001,39.76
New Caledonia,NCL,2002,40.61
New Caledonia,NCL,2003,41.45
New Caledonia,NCL,2004,42.27
New Caledonia,NCL,2005,43.07
New Caledonia,NCL,2006,43.85
New Caledonia,NCL,2007,44.62
New Caledonia,NCL,2008,45.36
New Caledonia,NCL,2009,46.09
New Caledonia,NCL,2010,46.81
New Caledonia,NCL,2011,47.01
New Caledonia,NCL,2012,47.19
New Caledonia,NCL,2013,47.37
New Caledonia,NCL,2014,47.54
New Caledonia,NCL,2015,47.7
New Caledonia,NCL,2016,47.86
New Caledonia,NCL,2017,48
New Caledonia,NCL,2018,48.15
New Caledonia,NCL,2019,48.28
New Caledonia,NCL,2020,48.41
New Caledonia,NCL,2021,48.41
New Caledonia,NCL,2022,48.41
New Caledonia,NCL,2023,48.41
New Zealand,NZL,1921,50.39
New Zealand,NZL,1922,46.96
New Zealand,NZL,1923,48.87
New Zealand,NZL,1924,48.6
New Zealand,NZL,1925,50.09
New Zealand,NZL,1926,50.86
New Zealand,NZL,1927,50.78
New Zealand,NZL,1928,51.22
New Zealand,NZL,1929,51.79
New Zealand,NZL,1930,53.58
New Zealand,NZL,1931,53.56
New Zealand,NZL,1932,53.79
New Zealand,NZL,1933,53.46
New Zealand,NZL,1934,53.19
New Zealand,NZL,1935,50.94
New Zealand,NZL,1936,49.44
New Zealand,NZL,1937,43.66
New Zealand,NZL,1938,40.07
New Zealand,NZL,1939,42.74
New Zealand,NZL,1940,41.34
New Zealand,NZL,1941,40.53
New Zealand,NZL,1942,39.59
New Zealand,NZL,1943,38.81
New Zealand,NZL,1944,37.9
New Zealand,NZL,1945,37.11
New Zealand,NZL,1946,39.54
New Zealand,NZL,1947,41.26
New Zealand,NZL,1948,41.64
New Zealand,NZL,1949,42.72
New Zealand,NZL,1950,45.24
New Zealand,NZL,1951,42.3
New Zealand,NZL,1952,43.34
New Zealand,NZL,1953,43.32
New Zealand,NZL,1954,42.7
New Zealand,NZL,1955,41.18
New Zealand,NZL,1956,42.15
New Zealand,NZL,1957,41.04
New Zealand,NZL,1958,38.5
New Zealand,NZL,1959,39.4
New Zealand,NZL,1960,38.78
New Zealand,NZL,1961,38.67
New Zealand,NZL,1962,38.55
New Zealand,NZL,1963,38.6
New Zealand,NZL,1964,39.25
New Zealand,NZL,1965,37.45
New Zealand,NZL,1966,37.09
New Zealand,NZL,1967,37.27
New Zealand,NZL,1968,37.56
New Zealand,NZL,1969,37.42
New Zealand,NZL,1970,37.11
New Zealand,NZL,1971,37.16
New Zealand,NZL,1972,38.15
New Zealand,NZL,1973,38.8
New Zealand,NZL,1974,37.47
New Zealand,NZL,1975,34.16
New Zealand,NZL,1976,36.52
New Zealand,NZL,1977,33.47
New Zealand,NZL,1978,33.27
New Zealand,NZL,1979,32.39
New Zealand,NZL,1980,32.56
New Zealand,NZL,1981,32.48
New Zealand,NZL,1982,32.96
New Zealand,NZL,1983,34.45
New Zealand,NZL,1984,33.76
New Zealand,NZL,1985,32.51
New Zealand,NZL,1986,31.16
New Zealand,NZL,1987,30.99
New Zealand,NZL,1988,31.6
New Zealand,NZL,1989,34.03
New Zealand,NZL,1990,36.79
New Zealand,NZL,1991,35.54
New Zealand,NZL,1992,36.9
New Zealand,NZL,1993,37.79
New Zealand,NZL,1994,37.76
New Zealand,NZL,1995,37.75
New Zealand,NZL,1996,36.53
New Zealand,NZL,1997,37.83
New Zealand,NZL,1998,39.33
New Zealand,NZL,1999,42.22
New Zealand,NZL,2000,37.1
New Zealand,NZL,2001,38.46
New Zealand,NZL,2002,37.1
New Zealand,NZL,2003,37.43
New Zealand,NZL,2004,41.26
New Zealand,NZL,2005,38.33
New Zealand,NZL,2006,32.11
New Zealand,NZL,2007,32.91
New Zealand,NZL,2008,36.47
New Zealand,NZL,2009,39.41
New Zealand,NZL,2010,41.51
New Zealand,NZL,2011,38.84
New Zealand,NZL,2012,35.35
New Zealand,NZL,2013,34.08
New Zealand,NZL,2014,33.48
New Zealand,NZL,2015,33.36
New Zealand,NZL,2016,32.97
New Zealand,NZL,2017,33.19
New Zealand,NZL,2018,31.85
New Zealand,NZL,2022,34.91
New Zealand,NZL,2023,34.88
Nicaragua,NIC,2022,51.81
Nicaragua,NIC,2023,51.81
Niger,NER,1992,49.48
Niger,NER,1994,49.48
Niger,NER,2005,54.64
Niger,NER,2007,48.7
Niger,NER,2011,42.39
Niger,NER,2014,42.59
Niger,NER,2022,44.38
Niger,NER,2023,44.38
Nigeria,NGA,1985,46.62
Nigeria,NGA,1992,46.64
Nigeria,NGA,2003,45.78
Nigeria,NGA,2009,42.3
Nigeria,NGA,2018,42.11
Nigeria,NGA,2022,42.11
Nigeria,NGA,2023,42.11
North Africa (WID),,1980,56.61
North Africa (WID),,1981,54.54
North Africa (WID),,1982,53.77
North Africa (WID),,1983,56.54
North Africa (WID),,1984,53.56
North Africa (WID),,1985,53.71
North Africa (WID),,1986,52.63
North Africa (WID),,1987,51.45
North Africa (WID),,1988,51.58
North Africa (WID),,1989,51.59
North Africa (WID),,1990,51.21
North Africa (WID),,1991,51.71
North Africa (WID),,1992,51.41
North Africa (WID),,1993,50.94
North Africa (WID),,1994,51.69
North Africa (WID),,1995,51.22
North Africa (WID),,1996,51.31
North Africa (WID),,1997,52.41
North Africa (WID),,1998,52.5
North Africa (WID),,1999,52.97
North Africa (WID),,2000,53.35
North Africa (WID),,2001,52.87
North Africa (WID),,2002,52.81
North Africa (WID),,2003,52.48
North Africa (WID),,2004,52.39
North Africa (WID),,2005,52.14
North Africa (WID),,2006,52.76
North Africa (WID),,2007,53.1
North Africa (WID),,2008,52.15
North Africa (WID),,2009,51.42
North Africa (WID),,2010,50.79
North Africa (WID),,2011,50.68
North Africa (WID),,2012,51.72
North Africa (WID),,2013,52.52
North Africa (WID),,2014,52.72
North Africa (WID),,2015,53
North Africa (WID),,2016,52.95
North Africa (WID),,2017,52.47
North Africa (WID),,2018,52.99
North Africa (WID),,2019,52.77
North Africa (WID),,2020,52.98
North Africa (WID),,2021,52.94
North Africa (WID),,2022,52.77
North Africa (WID),,2023,52.73
North America (WID),,1820,42.21
North America (WID),,1850,44.79
North America (WID),,1880,38.06
North America (WID),,1900,39.88
North America (WID),,1910,42.81
North America (WID),,1920,43.67
North America (WID),,1930,45.89
North America (WID),,1940,48.5
North America (WID),,1950,38.41
North America (WID),,1960,35.12
North America (WID),,1970,33.88
North America (WID),,1980,33.54
North America (WID),,1981,33.95
North America (WID),,1982,34.15
North America (WID),,1983,34.97
North America (WID),,1984,36.1
North America (WID),,1985,36.15
North America (WID),,1986,35.98
North America (WID),,1987,37.09
North America (WID),,1988,38.79
North America (WID),,1989,38.42
North America (WID),,1990,38.47
North America (WID),,1991,38.06
North America (WID),,1992,39.19
North America (WID),,1993,38.96
North America (WID),,1994,38.96
North America (WID),,1995,39.72
North America (WID),,1996,40.7
North America (WID),,1997,41.47
North America (WID),,1998,41.85
North America (WID),,1999,42.18
North America (WID),,2000,42.65
North America (WID),,2001,41.88
North America (WID),,2002,41.4
North America (WID),,2003,41.56
North America (WID),,2004,42.32
North America (WID),,2005,43.43
North America (WID),,2006,44.1
North America (WID),,2007,43.89
North America (WID),,2008,43.38
North America (WID),,2009,42.23
North America (WID),,2010,43.58
North America (WID),,2011,44
North America (WID),,2012,45.24
North America (WID),,2013,44.6
North America (WID),,2014,45.2
North America (WID),,2015,45.17
North America (WID),,2016,45.02
North America (WID),,2017,45.14
North America (WID),,2018,45.45
North America (WID),,2019,45.33
North America (WID),,2020,44.38
North America (WID),,2021,45.83
North America (WID),,2022,46.61
North America (WID),,2023,46.54
North America and Oceania (WID),,1980,33.35
North America and Oceania (WID),,1981,33.79
North America and Oceania (WID),,1982,34
North America and Oceania (WID),,1983,34.94
North America and Oceania (WID),,1984,36.14
North America and Oceania (WID),,1985,36.15
North America and Oceania (WID),,1986,36.06
North America and Oceania (WID),,1987,37.17
North America and Oceania (WID),,1988,38.88
North America and Oceania (WID),,1989,38.56
North America and Oceania (WID),,1990,38.56
North America and Oceania (WID),,1991,38.13
North America and Oceania (WID),,1992,39.24
North America and Oceania (WID),,1993,38.92
North America and Oceania (WID),,1994,39.02
North America and Oceania (WID),,1995,39.76
North America and Oceania (WID),,1996,40.66
North America and Oceania (WID),,1997,41.42
North America and Oceania (WID),,1998,41.77
North America and Oceania (WID),,1999,42.12
North America and Oceania (WID),,2000,42.45
North America and Oceania (WID),,2001,41.81
North America and Oceania (WID),,2002,41.28
